TEAM_ABBREVIATION,PLAYER_NAME,START_POSITION,GP,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,EFG,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
SAS/POR,Drew Eubanks,C,61,125.0,230.0,0.5435,2.0,12.0,0.1667,76.0,101.0,0.7525,0.55,1.56,3.16,4.72,1.18,0.3,0.57,1.03,1.49,5.38,-141.0
NOP/POR,Josh Hart,G,54,255.0,521.0,0.4894,63.0,197.0,0.3198,150.0,199.0,0.7538,0.55,1.2,5.89,7.09,3.94,1.11,0.24,2.04,2.72,13.39,-172.0
POR,Brandon Williams,G,9,36.0,87.0,0.4138,9.0,29.0,0.3103,32.0,46.0,0.6957,0.47,0.56,2.56,3.11,2.0,0.67,0.22,2.0,1.89,12.56,-78.0
POR,Ben McLemore,G,52,142.0,385.0,0.3688,104.0,304.0,0.3421,40.0,49.0,0.8163,0.5,0.23,1.25,1.48,0.9,0.44,0.13,0.9,1.42,8.23,-266.0
POR,Greg Brown III,,38,53.0,134.0,0.3955,8.0,39.0,0.2051,30.0,45.0,0.6667,0.43,0.68,1.97,2.66,0.37,0.47,0.45,0.45,1.45,3.79,-131.0
LAC/POR,Keon Johnson,G,25,40.0,127.0,0.315,13.0,39.0,0.3333,32.0,41.0,0.7805,0.37,0.56,1.36,1.92,1.28,0.6,0.2,0.8,1.52,5.0,-130.0
UTA/POR,Elijah Hughes,F,27,34.0,109.0,0.3119,23.0,76.0,0.3026,7.0,10.0,0.7,0.42,0.19,1.7,1.89,0.78,0.37,0.15,0.7,0.96,3.63,-141.0
MIN,Jarred Vanderbilt,F,66,187.0,322.0,0.5807,2.0,14.0,0.1429,75.0,116.0,0.6466,0.58,2.89,5.68,8.58,1.3,1.36,0.64,0.95,2.45,6.83,140.0
MIN,Patrick Beverley,G,50,151.0,380.0,0.3974,73.0,217.0,0.3364,67.0,94.0,0.7128,0.49,1.04,3.16,4.2,4.76,1.12,0.88,1.4,3.08,8.84,140.0
ORL,Franz Wagner,F,72,405.0,880.0,0.4602,92.0,260.0,0.3538,162.0,189.0,0.8571,0.51,1.01,3.46,4.47,2.92,0.89,0.46,1.54,2.12,14.78,-262.0
ORL,Wendell Carter Jr.,F,61,335.0,641.0,0.5226,68.0,206.0,0.3301,138.0,195.0,0.7077,0.58,2.26,8.02,10.28,2.7,0.57,0.69,1.95,2.66,14.36,-142.0
ORL,Mo Bamba,C,61,254.0,524.0,0.4847,82.0,227.0,0.3612,53.0,66.0,0.803,0.56,2.07,5.89,7.95,1.1,0.56,1.85,1.11,2.52,10.54,-328.0
ORL,Cole Anthony,G,58,333.0,841.0,0.396,122.0,359.0,0.3398,189.0,219.0,0.863,0.47,0.52,5.09,5.6,5.6,0.78,0.28,2.71,2.6,16.84,-184.0
ORL,Jalen Suggs,G,48,196.0,546.0,0.359,43.0,193.0,0.2228,125.0,164.0,0.7622,0.4,0.54,3.08,3.62,4.31,1.19,0.44,3.04,3.06,11.67,-200.0
ORL,Markelle Fultz,,5,21.0,39.0,0.5385,1.0,4.0,0.25,9.0,11.0,0.8182,0.55,0.4,2.2,2.6,4.4,0.6,0.2,1.4,1.6,10.4,1.0
ORL,Chuma Okeke,F,57,170.0,451.0,0.3769,84.0,276.0,0.3043,47.0,55.0,0.8545,0.47,0.68,4.16,4.84,1.7,1.46,0.56,0.77,1.33,8.26,-247.0
ORL,R.J. Hampton,G,54,141.0,362.0,0.3895,51.0,136.0,0.375,70.0,107.0,0.6542,0.46,0.33,2.78,3.11,2.31,0.7,0.24,1.31,1.44,7.46,-322.0
ORL,Terrence Ross,F,62,221.0,552.0,0.4004,77.0,256.0,0.3008,110.0,127.0,0.8661,0.47,0.32,2.16,2.48,1.94,0.5,0.23,1.23,1.11,10.15,-322.0
ORL,Moritz Wagner,F,53,144.0,293.0,0.4915,52.0,153.0,0.3399,84.0,105.0,0.8,0.58,0.47,2.4,2.87,1.11,0.34,0.25,0.89,1.83,8.0,-88.0
LAC,Nicolas Batum,F,50,153.0,335.0,0.4567,93.0,233.0,0.3991,20.0,32.0,0.625,0.6,0.5,3.96,4.46,1.54,0.9,0.68,0.64,1.38,8.38,-111.0
LAC,Marcus Morris Sr.,F,44,251.0,575.0,0.4365,88.0,228.0,0.386,103.0,118.0,0.8729,0.51,0.48,4.09,4.57,2.05,0.57,0.32,1.32,2.27,15.75,-111.0
LAC,Ivica Zubac,C,66,255.0,403.0,0.6328,0.0,0.0,,148.0,202.0,0.7327,0.63,2.7,5.52,8.21,1.45,0.52,1.05,1.53,2.53,9.97,-153.0
LAC,Amir Coffey,G,60,173.0,392.0,0.4413,79.0,216.0,0.3657,91.0,106.0,0.8585,0.54,0.42,2.43,2.85,1.73,0.62,0.22,0.68,1.33,8.6,-55.0
LAC,Reggie Jackson,G,68,431.0,1085.0,0.3972,156.0,464.0,0.3362,124.0,147.0,0.8435,0.47,0.56,3.07,3.63,4.6,0.71,0.16,2.25,1.94,16.79,-40.0
LAC,Isaiah Hartenstein,,59,189.0,297.0,0.6364,5.0,13.0,0.3846,66.0,106.0,0.6226,0.64,1.58,2.95,4.53,2.08,0.71,1.2,1.24,2.51,7.61,112.0
LAC,Terance Mann,G,72,297.0,624.0,0.476,70.0,192.0,0.3646,101.0,130.0,0.7769,0.53,1.33,4.0,5.33,2.46,0.71,0.21,1.04,2.25,10.62,24.0
LAC,Luke Kennard,G,62,251.0,564.0,0.445,170.0,375.0,0.4533,64.0,73.0,0.8767,0.6,0.26,3.18,3.44,2.1,0.63,0.1,0.92,1.47,11.87,124.0
LAC,Brandon Boston Jr.,F,51,124.0,336.0,0.369,36.0,121.0,0.2975,70.0,81.0,0.8642,0.42,0.37,1.84,2.22,1.0,0.51,0.22,0.75,0.92,6.94,-102.0
ATL,De'Andre Hunter,F,40,189.0,423.0,0.4468,57.0,145.0,0.3931,91.0,120.0,0.7583,0.51,0.53,2.65,3.17,1.3,0.68,0.35,1.35,3.02,13.15,-7.0
ATL,John Collins,F,58,360.0,687.0,0.524,66.0,182.0,0.3626,147.0,186.0,0.7903,0.57,1.74,6.22,7.97,1.78,0.66,1.02,1.19,2.93,16.09,51.0
ATL,Clint Capela,C,59,283.0,468.0,0.6047,0.0,1.0,0.0,64.0,140.0,0.4571,0.6,3.76,8.19,11.95,1.29,0.63,1.34,0.59,2.22,10.68,82.0
ATL,Kevin Huerter,G,61,281.0,607.0,0.4629,122.0,312.0,0.391,31.0,39.0,0.7949,0.56,0.43,2.82,3.25,2.7,0.64,0.38,1.2,2.34,11.72,158.0
ATL,Trae Young,G,63,580.0,1280.0,0.4531,183.0,485.0,0.3773,391.0,437.0,0.8947,0.52,0.62,3.14,3.76,9.41,0.92,0.11,3.95,1.6,27.52,91.0
ATL,Bogdan Bogdanovic,G,51,262.0,609.0,0.4302,128.0,356.0,0.3596,58.0,70.0,0.8286,0.54,0.43,3.51,3.94,3.08,1.04,0.25,1.16,2.1,13.92,102.0
ATL,Danilo Gallinari,F,57,200.0,478.0,0.4184,92.0,239.0,0.3849,133.0,147.0,0.9048,0.51,0.56,4.07,4.63,1.33,0.46,0.19,0.56,1.51,10.96,61.0
ATL,Lou Williams,,48,116.0,284.0,0.4085,33.0,91.0,0.3626,62.0,70.0,0.8857,0.47,0.29,1.27,1.56,1.9,0.48,0.08,0.75,0.94,6.81,3.0
ATL,Onyeka Okongwu,C,32,111.0,155.0,0.7161,0.0,0.0,,54.0,72.0,0.75,0.72,2.25,3.12,5.38,1.09,0.59,1.31,1.06,3.12,8.62,89.0
ATL,Delon Wright,G,64,97.0,219.0,0.4429,31.0,89.0,0.3483,47.0,55.0,0.8545,0.51,0.66,2.09,2.75,2.41,1.02,0.2,0.62,0.7,4.25,-6.0
DET,Saddiq Bey,F,69,372.0,942.0,0.3949,171.0,496.0,0.3448,168.0,202.0,0.8317,0.49,1.43,4.26,5.7,2.84,0.8,0.22,1.28,1.62,15.7,-465.0
DET,Jerami Grant,F,46,285.0,679.0,0.4197,82.0,244.0,0.3361,217.0,260.0,0.8346,0.48,0.59,3.46,4.04,2.5,0.89,1.07,1.91,2.24,18.89,-219.0
SAC/DET,Marvin Bagley III,C,40,175.0,355.0,0.493,19.0,83.0,0.2289,46.0,71.0,0.6479,0.52,2.25,4.78,7.03,0.57,0.4,0.33,0.78,1.75,10.38,-74.0
DET,Cory Joseph,G,60,168.0,365.0,0.4603,55.0,133.0,0.4135,84.0,97.0,0.866,0.54,0.42,2.1,2.52,3.73,0.6,0.27,1.4,2.17,7.92,-228.0
DET,Cade Cunningham,G,53,340.0,844.0,0.4028,104.0,321.0,0.324,108.0,127.0,0.8504,0.46,0.96,4.83,5.79,5.23,1.17,0.62,3.51,3.11,16.83,-245.0
DET,Saben Lee,G,34,61.0,161.0,0.3789,16.0,52.0,0.3077,41.0,53.0,0.7736,0.43,0.35,2.03,2.38,2.44,0.91,0.38,0.85,0.91,5.26,-53.0
DET,Kelly Olynyk,F,34,112.0,261.0,0.4291,36.0,112.0,0.3214,56.0,74.0,0.7568,0.5,1.35,3.09,4.44,2.74,0.76,0.5,1.68,2.65,9.29,-115.0
DET,Isaiah Livers,,8,9.0,27.0,0.3333,6.0,20.0,0.3,0.0,0.0,,0.44,1.0,0.5,1.5,0.62,0.5,0.25,0.62,1.25,3.0,-9.0
DET,Jamorko Pickett,,11,8.0,23.0,0.3478,4.0,16.0,0.25,0.0,0.0,,0.43,0.64,1.0,1.64,0.18,0.0,0.18,0.36,0.45,1.82,-61.0
DET,Luka Garza,C,34,61.0,136.0,0.4485,14.0,45.0,0.3111,33.0,49.0,0.6735,0.5,1.62,1.24,2.85,0.47,0.24,0.18,0.53,1.56,4.97,-61.0
BOS,Jayson Tatum,F,67,616.0,1397.0,0.4409,191.0,570.0,0.3351,356.0,418.0,0.8517,0.51,1.18,7.03,8.21,4.18,0.99,0.64,2.93,2.37,26.55,430.0
BOS,Al Horford,F,60,232.0,511.0,0.454,79.0,242.0,0.3264,69.0,82.0,0.8415,0.53,1.57,6.02,7.58,3.27,0.62,1.33,1.02,1.88,10.2,276.0
BOS,Robert Williams III,C,58,249.0,350.0,0.7114,0.0,1.0,0.0,65.0,91.0,0.7143,0.71,3.86,5.72,9.59,2.0,0.93,2.21,1.07,2.21,9.71,306.0
BOS,Jaylen Brown,G,54,455.0,989.0,0.4601,135.0,396.0,0.3409,200.0,263.0,0.7605,0.53,0.8,5.33,6.13,3.37,1.04,0.31,2.81,2.44,23.06,318.0
BOS,Marcus Smart,G,60,246.0,591.0,0.4162,92.0,282.0,0.3262,128.0,160.0,0.8,0.49,0.65,3.17,3.82,5.6,1.7,0.25,2.1,2.38,11.87,365.0
BOS,Grant Williams,F,67,171.0,355.0,0.4817,97.0,225.0,0.4311,66.0,72.0,0.9167,0.62,0.79,2.58,3.37,1.1,0.54,0.69,0.79,2.27,7.54,43.0
SAS/BOS,Derrick White,G,66,309.0,737.0,0.4193,101.0,338.0,0.2988,175.0,204.0,0.8578,0.49,0.55,3.03,3.58,4.98,0.95,0.89,1.61,2.3,13.55,134.0
HOU/BOS,Daniel Theis,C,37,105.0,217.0,0.4839,25.0,91.0,0.2747,38.0,58.0,0.6552,0.54,1.0,3.57,4.57,0.76,0.43,0.68,1.11,2.41,7.38,-237.0
BOS,Payton Pritchard,G,60,116.0,292.0,0.3973,69.0,183.0,0.377,16.0,16.0,1.0,0.52,0.38,1.35,1.73,1.88,0.23,0.1,0.62,0.87,5.28,-15.0
BOS,Sam Hauser,,18,13.0,33.0,0.3939,11.0,30.0,0.3667,0.0,0.0,,0.56,0.06,0.56,0.61,0.22,0.11,0.06,0.17,0.33,2.06,-42.0
MIA/BOS,Nik Stauskas,,4,3.0,9.0,0.3333,2.0,5.0,0.4,4.0,6.0,0.6667,0.44,0.25,0.5,0.75,0.25,0.0,0.0,0.0,0.25,3.0,11.0
UTA/BOS,Malik Fitts,,13,7.0,22.0,0.3182,7.0,12.0,0.5833,0.0,0.0,,0.48,0.0,1.46,1.46,0.62,0.08,0.15,0.38,0.46,1.62,-43.0
IND/BOS,Kelan Martin,F,32,75.0,181.0,0.4144,24.0,80.0,0.3,10.0,15.0,0.6667,0.48,0.56,1.31,1.88,0.72,0.41,0.28,0.47,1.16,5.75,-51.0
CLE,Lauri Markkanen,F,51,252.0,573.0,0.4398,101.0,292.0,0.3459,97.0,113.0,0.8584,0.53,1.04,4.27,5.31,1.41,0.75,0.57,0.86,1.67,13.76,146.0
CLE,RJ Nembhard Jr.,,11,10.0,22.0,0.4545,0.0,4.0,0.0,4.0,6.0,0.6667,0.45,0.27,0.55,0.82,1.27,0.09,0.0,0.18,0.27,2.18,-4.0
DAL/CLE,Moses Brown,C,31,39.0,69.0,0.5652,0.0,0.0,,35.0,58.0,0.6034,0.57,0.71,1.77,2.48,0.03,0.1,0.39,0.48,1.1,3.65,7.0
MIA,Jimmy Butler,F,49,339.0,717.0,0.4728,18.0,89.0,0.2022,345.0,397.0,0.869,0.49,1.8,4.18,5.98,5.49,1.76,0.49,2.1,1.47,21.24,239.0
MIA,Victor Oladipo,,3,8.0,18.0,0.4444,2.0,8.0,0.25,2.0,3.0,0.6667,0.5,0.0,1.67,1.67,3.0,0.0,0.33,0.33,1.0,6.67,8.0
MIA,Omer Yurtseven,C,54,136.0,248.0,0.5484,3.0,11.0,0.2727,40.0,63.0,0.6349,0.55,1.7,3.81,5.52,0.94,0.33,0.39,0.85,1.65,5.83,71.0
DAL,Reggie Bullock,F,58,163.0,413.0,0.3947,111.0,321.0,0.3458,36.0,44.0,0.8182,0.53,0.41,2.91,3.33,1.12,0.57,0.22,0.57,1.47,8.16,167.0
DAL,Josh Green,F,56,103.0,208.0,0.4952,17.0,52.0,0.3269,29.0,42.0,0.6905,0.54,0.84,1.68,2.52,1.34,0.7,0.21,0.61,1.71,4.5,137.0
DAL,Dwight Powell,C,70,214.0,325.0,0.6585,17.0,40.0,0.425,125.0,163.0,0.7669,0.68,2.1,2.54,4.64,1.11,0.47,0.41,0.74,2.59,8.14,71.0
WAS/DAL,Spencer Dinwiddie,G,58,264.0,648.0,0.4074,97.0,288.0,0.3368,160.0,202.0,0.7921,0.48,0.64,3.55,4.19,5.52,0.6,0.16,1.57,2.38,13.53,-52.0
DAL,Luka Doncic,G,54,520.0,1147.0,0.4534,151.0,447.0,0.3378,283.0,384.0,0.737,0.52,0.94,8.2,9.15,8.54,1.17,0.54,4.35,2.37,27.3,152.0
WAS/DAL,Davis Bertans,,48,84.0,257.0,0.3268,65.0,218.0,0.2982,37.0,42.0,0.881,0.45,0.21,1.85,2.06,0.5,0.27,0.25,0.33,1.56,5.62,-17.0
DAL,Maxi Kleber,F,51,126.0,309.0,0.4078,78.0,223.0,0.3498,43.0,59.0,0.7288,0.53,1.22,4.53,5.75,1.12,0.55,1.04,0.65,2.2,7.31,139.0
DAL,Sterling Brown,F,47,64.0,163.0,0.3926,34.0,98.0,0.3469,11.0,13.0,0.8462,0.5,0.55,2.68,3.23,0.79,0.3,0.15,0.55,1.06,3.68,79.0
DAL,Trey Burke,,37,87.0,206.0,0.4223,25.0,81.0,0.3086,24.0,27.0,0.8889,0.48,0.11,0.86,0.97,1.51,0.35,0.0,0.65,0.89,6.03,-4.0
DAL,Boban Marjanovic,,22,46.0,78.0,0.5897,3.0,8.0,0.375,13.0,24.0,0.5417,0.61,0.55,1.41,1.95,0.14,0.05,0.09,0.64,1.05,4.91,44.0
HOU,Eric Gordon,F,55,262.0,551.0,0.4755,120.0,292.0,0.411,105.0,135.0,0.7778,0.58,0.27,1.73,2.0,2.76,0.51,0.33,1.91,1.13,13.62,-214.0
HOU,Kenyon Martin Jr.,F,68,241.0,455.0,0.5297,47.0,135.0,0.3481,67.0,111.0,0.6036,0.58,1.15,2.84,3.99,1.37,0.47,0.43,0.78,1.32,8.76,-209.0
HOU,Alperen Sengun,C,63,204.0,436.0,0.4679,21.0,89.0,0.236,143.0,207.0,0.6908,0.49,1.84,3.43,5.27,2.4,0.83,1.0,2.0,2.95,9.08,-265.0
HOU,Kevin Porter Jr.,G,50,245.0,615.0,0.3984,117.0,314.0,0.3726,101.0,168.0,0.6012,0.49,0.68,3.26,3.94,5.88,1.18,0.28,3.3,2.54,14.16,-270.0
